experiment,temp_C,time_min,MR_best_model,MR_unified_midilli,Deff_1_m2s,Deff_2_m2s,Ea_1_kJmol,Ea_2_kJmol,drying_time_total_min,slice_mm,DR_per_min
T45,45,50.0,0.331031,0.331031,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0065609999999999835
T45,45,51.0,0.324597,0.324597,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.006433999999999995
T45,45,52.0,0.318287,0.318287,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.006310000000000038
T45,45,53.0,0.312098,0.312098,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.006189
T45,45,54.0,0.306027,0.306027,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.006070999999999993
T45,45,55.0,0.30007,0.30007,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.00595699999999999
T45,45,56.0,0.294225,0.294225,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005844999999999989
T45,45,57.0,0.288489,0.288489,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005736000000000019
T45,45,58.0,0.282859,0.282859,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005629999999999968
T45,45,59.0,0.277332,0.277332,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005527000000000004
T45,45,60.0,0.271906,0.271906,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005426000000000042
T45,45,61.0,0.266579,0.266579,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005326999999999971
T45,45,62.0,0.261347,0.261347,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005232000000000014
T45,45,63.0,0.256209,0.256209,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005137999999999976
T45,45,64.0,0.251163,0.251163,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.005045999999999995
T45,45,65.0,0.246206,0.246206,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004957000000000017
T45,45,66.0,0.241336,0.241336,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004870000000000013
T45,45,67.0,0.236551,0.236551,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004784999999999984
T45,45,68.0,0.231849,0.231849,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004702000000000012
T45,45,69.0,0.227228,0.227228,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004620999999999986
T45,45,70.0,0.222687,0.222687,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004541000000000017
T45,45,71.0,0.218223,0.218223,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004463999999999996
T45,45,72.0,0.213835,0.213835,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004388000000000003
T45,45,73.0,0.209521,0.209521,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0043139999999999845
T45,45,74.0,0.20528,0.20528,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0042410000000000225
T45,45,75.0,0.201109,0.201109,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.00417099999999998
T45,45,76.0,0.197007,0.197007,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004102000000000022
T45,45,77.0,0.192973,0.192973,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.004033999999999982
T45,45,78.0,0.189005,0.189005,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003967999999999999
T45,45,79.0,0.185103,0.185103,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0039020000000000166
T45,45,80.0,0.181263,0.181263,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0038399999999999823
T45,45,81.0,0.177486,0.177486,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0037770000000000026
T45,45,82.0,0.173769,0.173769,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003716999999999998
T45,45,83.0,0.170111,0.170111,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0036579999999999946
T45,45,84.0,0.166512,0.166512,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003599000000000019
T45,45,85.0,0.16297,0.16297,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0035419999999999896
T45,45,86.0,0.159483,0.159483,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.00348699999999999
T45,45,87.0,0.156051,0.156051,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0034320000000000184
T45,45,88.0,0.152672,0.152672,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003378999999999993
T45,45,89.0,0.149346,0.149346,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0033259999999999956
T45,45,90.0,0.146071,0.146071,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003275
T45,45,91.0,0.142846,0.142846,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0032250000000000056
T45,45,92.0,0.139671,0.139671,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003175000000000011
T45,45,93.0,0.136543,0.136543,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003127999999999992
T45,45,94.0,0.133463,0.133463,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0030799999999999994
T45,45,95.0,0.130429,0.130429,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.003034000000000009
T45,45,96.0,0.127441,0.127441,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0029879999999999907
T45,45,97.0,0.124496,0.124496,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002945000000000003
T45,45,98.0,0.121596,0.121596,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0029
T45,45,99.0,0.118738,0.118738,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0028579999999999994
T45,45,100.0,0.115922,0.115922,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002815999999999999
T45,45,101.0,0.113147,0.113147,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0027749999999999997
T45,45,102.0,0.110412,0.110412,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0027350000000000013
T45,45,103.0,0.107717,0.107717,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002695000000000003
T45,45,104.0,0.105061,0.105061,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0026559999999999917
T45,45,105.0,0.102442,0.102442,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0026189999999999963
T45,45,106.0,0.099861,0.099861,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002581
T45,45,107.0,0.097316,0.097316,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0025450000000000056
T45,45,108.0,0.094807,0.094807,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0025089999999999973
T45,45,109.0,0.092333,0.092333,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002474000000000004
T45,45,110.0,0.089893,0.089893,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0024399999999999977
T45,45,111.0,0.087487,0.087487,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0024060000000000054
T45,45,112.0,0.085115,0.085115,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002371999999999999
T45,45,113.0,0.082775,0.082775,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002339999999999995
T45,45,114.0,0.080467,0.080467,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0023080000000000045
T45,45,115.0,0.07819,0.07819,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0022770000000000012
T45,45,116.0,0.075944,0.075944,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002245999999999998
T45,45,117.0,0.073729,0.073729,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0022149999999999948
T45,45,118.0,0.071542,0.071542,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0021870000000000084
T45,45,119.0,0.069385,0.069385,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0021569999999999923
T45,45,120.0,0.067257,0.067257,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002128000000000005
T45,45,121.0,0.065156,0.065156,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0021009999999999918
T45,45,122.0,0.063084,0.063084,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0020720000000000044
T45,45,123.0,0.061038,0.061038,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002045999999999999
T45,45,124.0,0.059018,0.059018,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.002020000000000001
T45,45,125.0,0.057025,0.057025,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0019930000000000017
T45,45,126.0,0.055057,0.055057,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0019679999999999975
T45,45,127.0,0.053115,0.053115,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0019419999999999993
T45,45,128.0,0.051197,0.051197,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001918000000000003
T45,45,129.0,0.049303,0.049303,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0018939999999999999
T45,45,130.0,0.047433,0.047433,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0018699999999999967
T45,45,131.0,0.045586,0.045586,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0018470000000000014
T45,45,132.0,0.043763,0.043763,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0018229999999999982
T45,45,133.0,0.041962,0.041962,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001801000000000004
T45,45,134.0,0.040183,0.040183,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0017789999999999959
T45,45,135.0,0.038426,0.038426,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0017570000000000016
T45,45,136.0,0.03669,0.03669,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0017360000000000014
T45,45,137.0,0.034975,0.034975,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0017150000000000012
T45,45,138.0,0.033281,0.033281,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001694000000000001
T45,45,139.0,0.031607,0.031607,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001673999999999995
T45,45,140.0,0.029953,0.029953,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0016540000000000027
T45,45,141.0,0.028319,0.028319,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001634
T45,45,142.0,0.026704,0.026704,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0016150000000000019
T45,45,143.0,0.025108,0.025108,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0015960000000000002
T45,45,144.0,0.02353,0.02353,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0015779999999999995
T45,45,145.0,0.021971,0.021971,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0015589999999999979
T45,45,146.0,0.020429,0.020429,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0015420000000000017
T45,45,147.0,0.018906,0.018906,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001523
T45,45,148.0,0.017399,0.017399,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.001506999999999998
T45,45,149.0,0.01591,0.01591,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0014890000000000007
T45,45,150.0,0.014437,0.014437,8.72e-09,1.801e-08,31.26,17.75,150,2.0,0.0014730000000000004
T55,55,0.0,1.0,1.0,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.03375700000000004
T55,55,1.0,0.966243,0.977901,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.03375700000000004
T55,55,2.0,0.933625,0.945868,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.032617999999999925
T55,55,3.0,0.902109,0.914492,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.03151599999999999
T55,55,4.0,0.871656,0.883913,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.030453000000000063
T55,55,5.0,0.842232,0.854181,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.029424000000000006
T55,55,6.0,0.813801,0.825314,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.028430999999999984
T55,55,7.0,0.786329,0.797317,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.027472000000000052
T55,55,8.0,0.759785,0.770182,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0265439999999999
T55,55,9.0,0.734137,0.743898,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.025648000000000004
T55,55,10.0,0.709354,0.71845,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.024783
T55,55,11.0,0.685409,0.693821,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.023944999999999994
T55,55,12.0,0.662271,0.669991,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.023137999999999992
T55,55,13.0,0.639915,0.646941,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.022356000000000043
T55,55,14.0,0.618313,0.62465,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.02160200000000001
T55,55,15.0,0.597441,0.603099,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.020872
T55,55,16.0,0.577273,0.582265,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.020167999999999964
T55,55,17.0,0.557786,0.56213,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.019487000000000032
T55,55,18.0,0.538957,0.542671,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.018828999999999985
T55,55,19.0,0.520763,0.52387,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.018194000000000043
T55,55,20.0,0.503184,0.505706,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.01757900000000001
T55,55,21.0,0.486198,0.48816,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.016985999999999946
T55,55,22.0,0.469785,0.471212,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.01641300000000001
T55,55,23.0,0.453926,0.454844,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.015859000000000012
T55,55,24.0,0.438603,0.439037,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.015322999999999976
T55,55,25.0,0.423797,0.423774,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.014806000000000041
T55,55,26.0,0.409491,0.409037,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.014305999999999985
T55,55,27.0,0.395668,0.39481,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.013822999999999974
T55,55,28.0,0.382311,0.381075,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.013357000000000008
T55,55,29.0,0.369406,0.367816,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.012905
T55,55,30.0,0.356936,0.355019,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.012470000000000037
T55,55,31.0,0.344886,0.342667,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.01204999999999995
T55,55,32.0,0.333244,0.330746,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.011642000000000041
T55,55,33.0,0.321995,0.319242,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.011249000000000009
T55,55,34.0,0.311125,0.308141,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.01086999999999999
T55,55,35.0,0.300622,0.297429,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.010502999999999985
T55,55,36.0,0.290474,0.287094,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.01014799999999999
T55,55,37.0,0.280669,0.277122,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.009805000000000008
T55,55,38.0,0.271194,0.267502,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.009475000000000011
T55,55,39.0,0.26204,0.258222,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.009153999999999995
T55,55,40.0,0.253194,0.249269,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.00884600000000002
T55,55,41.0,0.244647,0.240633,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.008546999999999971
T55,55,42.0,0.236388,0.232304,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.008259000000000016
T55,55,43.0,0.228408,0.22427,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.007979999999999987
T55,55,44.0,0.220698,0.216522,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.007709999999999995
T55,55,45.0,0.213248,0.20905,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.007450000000000012
T55,55,46.0,0.206049,0.201844,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.007198999999999983
T55,55,47.0,0.199094,0.194895,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.006955000000000017
T55,55,48.0,0.192373,0.188195,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.006721000000000005
T55,55,49.0,0.185879,0.181734,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.006494
T55,55,50.0,0.179604,0.175505,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.006274999999999975
T55,55,51.0,0.173541,0.1695,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.006063000000000013
T55,55,52.0,0.167683,0.16371,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.005858000000000002
T55,55,53.0,0.162023,0.158129,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.005659999999999998
T55,55,54.0,0.156553,0.152749,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.005470000000000003
T55,55,55.0,0.151268,0.147563,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.005284999999999984
T55,55,56.0,0.146162,0.142564,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.005106000000000027
T55,55,57.0,0.141228,0.137747,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.004933999999999994
T55,55,58.0,0.136461,0.133103,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0047669999999999935
T55,55,59.0,0.131854,0.128629,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.004607
T55,55,60.0,0.127403,0.124316,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0044510000000000105
T55,55,61.0,0.123102,0.120161,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.004300999999999985
T55,55,62.0,0.118947,0.116157,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.004155000000000006
T55,55,63.0,0.114931,0.1123,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.004015999999999992
T55,55,64.0,0.111052,0.108583,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0038790000000000074
T55,55,65.0,0.107303,0.105002,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0037490000000000023
T55,55,66.0,0.103681,0.101553,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0036220000000000002
T55,55,67.0,0.100181,0.09823,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0034999999999999892
T55,55,68.0,0.096799,0.095029,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.00338200000000001
T55,55,69.0,0.093531,0.091947,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.003267999999999993
T55,55,70.0,0.090374,0.088978,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.003157000000000007
T55,55,71.0,0.087323,0.086118,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.003050999999999998
T55,55,72.0,0.084375,0.083365,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0029479999999999923
T55,55,73.0,0.081527,0.080714,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0028480000000000033
T55,55,74.0,0.078775,0.078161,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0027520000000000044
T55,55,75.0,0.076116,0.075703,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0026589999999999947
T55,55,76.0,0.073546,0.073337,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.002570000000000003
T55,55,77.0,0.071064,0.071059,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.002481999999999998
T55,55,78.0,0.068665,0.068867,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0023989999999999984
T55,55,79.0,0.066347,0.066757,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0023180000000000006
T55,55,80.0,0.064107,0.064726,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.002240000000000006
T55,55,81.0,0.061943,0.062771,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0021639999999999993
T55,55,82.0,0.059852,0.060891,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0020909999999999956
T55,55,83.0,0.057832,0.059082,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.002020000000000001
T55,55,84.0,0.055879,0.057341,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0019530000000000033
T55,55,85.0,0.053993,0.055666,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0018859999999999988
T55,55,86.0,0.05217,0.054056,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0018229999999999982
T55,55,87.0,0.050409,0.052507,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0017609999999999987
T55,55,88.0,0.048708,0.051017,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0017010000000000011
T55,55,89.0,0.047063,0.049585,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0016450000000000006
T55,55,90.0,0.045475,0.048207,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0015879999999999991
T55,55,91.0,0.04394,0.046884,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0015350000000000016
T55,55,92.0,0.042456,0.045611,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0014839999999999992
T55,55,93.0,0.041023,0.044388,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0014330000000000037
T55,55,94.0,0.039638,0.043213,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0013849999999999973
T55,55,95.0,0.0383,0.042083,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.001337999999999999
T55,55,96.0,0.037007,0.040998,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0012930000000000025
T55,55,97.0,0.035758,0.039956,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0012490000000000001
T55,55,98.0,0.034551,0.038955,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0012069999999999997
T55,55,99.0,0.033385,0.037994,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0011660000000000004
T55,55,100.0,0.032258,0.037072,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.001126999999999996
T55,55,101.0,0.031169,0.036186,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0010890000000000032
T55,55,102.0,0.030117,0.035336,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0010519999999999974
T55,55,103.0,0.0291,0.03452,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0010170000000000005
T55,55,104.0,0.028118,0.033738,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0009820000000000002
T55,55,105.0,0.027168,0.032987,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0009499999999999995
T55,55,106.0,0.026251,0.032268,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0009170000000000011
T55,55,107.0,0.025365,0.031578,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0008860000000000014
T55,55,108.0,0.024509,0.030916,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0008559999999999991
T55,55,109.0,0.023682,0.030282,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0008269999999999979
T55,55,110.0,0.022882,0.029675,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0008000000000000021
T55,55,111.0,0.02211,0.029094,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0007719999999999984
T55,55,112.0,0.021363,0.028537,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0007470000000000011
T55,55,113.0,0.020642,0.028004,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0007209999999999994
T55,55,114.0,0.019945,0.027494,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0006969999999999997
T55,55,115.0,0.019272,0.027006,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.000673
T55,55,116.0,0.018621,0.02654,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0006510000000000023
T55,55,117.0,0.017993,0.026094,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0006280000000000001
T55,55,118.0,0.017385,0.025668,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0006079999999999974
T55,55,119.0,0.016799,0.025261,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0005859999999999997
T55,55,120.0,0.016232,0.024872,1.298e-08,2.463e-08,31.26,17.75,120,2.0,0.0005670000000000015
